dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
52.093 2005 8315 23161 2068 1356 1299 CHALINDREY
52.094 3689 8051 23040 174 144 141 VALS-DES-TILLES
52.095 2635 8334 23649 197 166 159 CHALVRAINES
52.097 1018 8274 23771 41 34 34 CHAMBRONCOURT
52.101 682 8462 23532 57 45 44 CHAMPIGNEULLES-EN-BASSIGNY
52.102 635 8250 23259 322 243 238 CHAMPIGNY-LES-LANGRES
52.103 584 8474 23239 108 93 92 CHAMPIGNY-SOUS-VARENNES
52.104 986 7953 24113 922 692 670 CHANCENAY
52.105 667 8278 23296 204 178 176 CHANGEY
52.106 210 8204 23291 96 84 84 CHANOY
52.107 1042 8163 23618 177 146 141 CHANTRAINES
52.108 604 8253 23289 123 101 99 CHARMES
52.109 736 7975 23784 10 9 9 CHARMES-EN-L'ANGLE
52.11 1143 7968 23794 153 126 123 CHARMES-LA-GRANDE
52.113 1589 8283 23058 212 162 159 CHASSIGNY
52.114 10637 7923 23404 1275 894 861 CHATEAUVILLAIN
52.115 610 8294 23208 101 84 83 CHATENAY-MACHERON
52.116 372 8327 23217 44 41 41 CHATENAY-VAUDIN
52.118 1666 8061 23913 284 195 187 CHATONRUPT-SOMMERMONT
52.119 460 8369 23186 259 206 198 CHAUDENAY
52.12 963 8311 23351 193 140 133 CHAUFFOURT
52.121 5526 8086 23495 16461 10084 9531 CHAUMONT
52.122 1122 8465 23548 119 100 96 CHAUMONT-LA-VILLE
52.123 3690 8065 23959 103 81 74 CHEVILLON
52.125 1880 8111 23492 879 602 589 CHAMARANDES-CHOIGNES
52.126 1756 8266 23004 122 106 103 CHOILLEY-DARDENAY
52.127 863 8408 23449 88 78 72 CHOISEUL
52.128 1459 8192 23596 96 88 87 CIREY-LES-MAREILLES
52.129 1644 7931 23736 103 88 87 CIREY-SUR-BLAISE
52.13 1161 7889 23486 154 103 103 CIRFONTAINES-EN-AZOIS
52.131 1395 8257 23884 77 76 74 CIRFONTAINES-EN-ORNOIS
52.132 1933 8364 23489 150 126 125 CLEFMONT
52.133 1607 8321 23594 112 80 78 CLINCHAMP
52.134 1255 8254 23141 204 183 182 COHONS
52.135 1132 8496 23292 102 80 73 COIFFY-LE-BAS
52.136 965 8514 23286 96 82 80 COIFFY-LE-HAUT
52.137 595 7960 23113 27 23 23 COLMIER-LE-BAS
52.138 1935 7970 23123 71 65 64 COLMIER-LE-HAUT
52.14 7363 7894 23613 479 388 363 COLOMBEY-LES-DEUX-EGLISES
52.141 508 8090 23531 259 194 194 CONDES
52.142 1095 8291 23564 69 63 62 CONSIGNY
52.145 1919 8344 23038 132 113 112 COUBLANC
52.146 1210 7946 23340 140 120 117 COUPRAY
52.147 1516 8160 23193 72 66 62 COURCELLES-EN-MONTAGNE
52.149 567 7928 23828 113 87 85 COURCELLES-SUR-BLAISE
52.151 1895 7971 23330 157 118 115 COUR-L'EVEQUE
52.155 829 8324 23181 467 357 341 CULMONT
52.156 763 8070 23918 350 272 257 CUREL
52.157 294 7944 23655 22 17 17 CURMONT
52.158 2322 8258 22967 210 178 170 CUSEY
52.159 540 8310 23485 25 21 21 CUVES
52.16 791 7941 23703 82 73 73 DAILLANCOURT
52.161 737 8360 23466 66 59 56 DAILLECOURT
52.162 1558 8419 23360 163 125 117 DAMMARTIN-SUR-MEUSE
52.163 1639 8284 23327 304 236 229 DAMPIERRE
52.164 484 8468 23334 169 135 118 DAMREMONT
52.165 2558 7897 23284 244 216 213 DANCEVOIR
52.167 1815 8142 23561 186 156 152 DARMANNES
52.168 1546 7834 23399 63 49 49 DINTEVILLE
52.169 533 7965 23891 82 71 69 DOMBLAIN
52.17 1775 8260 23030 145 109 106 DOMMARIEN
52.171 1003 7942 23842 175 143 137 DOMMARTIN-LE-FRANC
52.172 1488 7915 23804 260 203 185 DOMMARTIN-LE-SAINT-PERE
52.173 1864 8159 23775 84 74 74 DOMREMY-LANDEVILLE
52.174 593 8408 23549 47 34 33 DONCOURT-SUR-MEUSE
52.175 1284 8089 23776 330 198 183 DONJEUX
52.177 4386 8128 23732 689 534 479 DOULAINCOURT-SAUCOURT
52.178 2214 7916 23785 330 275 262 DOULEVANT-LE-CHATEAU
52.179 303 7939 23864 38 28 28 DOULEVANT-LE-PETIT
52.18 2523 7745 23930 319 259 251 DROYES
52.181 944 8199 23890 103 90 85 ECHENAY
52.182 5424 7866 24021 1538 1284 1230 ECLARON-BRAUCOURT-SAINTE-LIVIERE
52.183 2093 8263 23610 34 27 27 ECOT-LA-COMBE
52.184 1231 8167 23926 62 55 53 EFFINCOURT
52.185 1240 8636 23312 80 66 66 ENFONVELLE
52.187 2311 8232 23798 118 92 91 EPIZON
52.189 3248 8159 23027 328 271 260 LE_VAL-D'ESNOMS
52.19 1687 8244 23519 261 211 198 ESNOUVEAUX
52.193 900 8016 23513 235 200 191 EUFFIGNEIX
52.194 2073 7992 24019 1460 1112 1048 EURVILLE-BIENVILLE
52.195 508 8510 23053 58 51 51 FARINCOURT
52.196 1728 8146 23315 116 84 57 FAVEROLLES
52.197 4290 8446 23143 1023 749 697 FAYL-BILLOT
52.198 598 7996 23895 72 62 62 FAYS
52.199 793 8038 23805 51 41 41 FERRIERE-ET-LAFOLIE
52.2 832 8187 23133 74 64 64 FLAGEY
52.201 1052 8004 23771 51 44 44 FLAMMERECOURT
52.203 647 8043 23976 119 93 81 FONTAINES-SUR-MARNE
52.204 528 8248 23544 72 65 65 FORCEY
52.205 2628 8145 23417 568 391 368 FOULAIN
52.206 1022 7836 23940 123 110 109 FRAMPAS
52.207 622 8331 23327 71 56 53 FRECOURT
52.208 1647 8613 23327 163 139 129 FRESNES-SUR-APANCE
52.211 2005 8085 23704 1284 953 924 FRONCLES
52.212 1108 8085 23821 266 202 189 FRONVILLE
52.213 1295 8453 23075 127 108 102 GENEVRIERES
52.214 283 8017 23679 25 21 20 LA_GENEVROYE
52.216 869 8019 23145 38 28 28 GERMAINES
52.217 660 8463 23515 84 74 69 GERMAINVILLIERS
52.218 1196 8236 23833 60 58 58 GERMAY
52.219 673 8237 23819 24 19 19 GERMISAY
52.22 3042 8043 23266 131 119 115 GIEY-SUR-AUJON
52.221 1509 7976 23547 112 95 92 GILLANCOURT
52.222 521 8218 23900 23 23 22 GILLAUME
52.223 1058 8476 23043 60 54 54 GILLEY
52.225 1877 8430 23652 237 199 189 GONCOURT
52.227 1727 8448 23573 196 160 151 GRAFFIGNY-CHEMIN
52.228 478 8336 23073 69 56 54 GRANDCHAMP
52.229 1294 8376 23058 132 104 103 GRENANT
52.23 1677 8076 23754 290 224 218 GUDMONT-VILLIERS
52.231 907 7996 23879 79 72 71 GUINDRECOURT-AUX-ORMES
52.232 552 7957 23697 39 39 39 GUINDRECOURT-SUR-BLAISE
52.233 534 8522 23226 99 75 74 GUYONVELLE
52.234 294 8408 23566 25 21 19 HACOURT
52.235 1186 7868 24079 238 197 189 HALLIGNICOURT
52.237 1576 8445 23680 248 199 187 HARREVILLE-LES-CHANTEURS
52.239 1009 8270 23126 245 194 191 HEUILLEY-COTTON
52.24 1222 8290 23105 168 123 122 HEUILLEY-LE-GRAND
52.242 4633 8406 23207 858 695 659 HAUTE-AMANCE
52.243 887 8389 23561 126 107 101 HUILLIECOURT
52.244 2084 7893 24013 524 326 314 HUMBECOURT
52.245 644 8258 23695 61 52 52 HUMBERVILLE
52.246 1564 8217 23268 477 369 354 HUMES-JORQUENAY
52.247 1385 8395 23616 231 181 180 ILLOUD
52.248 1937 8320 23416 452 355 345 IS-EN-BASSIGNY
52.249 1063 8229 22983 125 98 96 ISOMES
52.25 1894 8073 23863 2472 1655 1535 JOINVILLE
52.251 2898 8047 23521 730 568 530 JONCHERY
52.253 1187 7965 23572 134 115 112 JUZENNECOURT
52.254 1653 7956 23590 88 70 69 LACHAPELLE-EN-BLAISY
52.256 516 8347 23711 85 78 78 LAFAUCHE
52.257 797 8515 23202 122 94 93 LAFERTE-SUR-AMANCE
52.258 3254 7822 23471 328 213 206 LAFERTE-SUR-AUBE
52.26 448 8066 23603 107 87 87 LAMANCINE
52.262 1021 7937 23634 71 64 64 LAMOTHE-EN-BLAISY
52.264 1103 8492 23303 77 65 65 LANEUVELLE
52.265 1539 8023 23986 1136 843 786 BAYARD-SUR-MARNE
52.267 409 7859 24064 170 128 125 LANEUVILLE-AU-PONT
52.269 2233 8242 23224 5362 3564 3408 LANGRES
52.271 1312 8259 23475 169 136 134 LANQUES-SUR-ROGNON
52.272 2242 7815 23389 118 99 99 LANTY-SUR-AUBE
52.273 2032 8521 23414 130 117 108 LARIVIERE-ARNONCOURT
52.274 4627 7881 23346 275 201 198 LATRECEY-ORMOY-SUR-AUBE
52.275 450 8414 23294 85 73 73 LAVERNOY
52.276 1344 8153 23480 196 159 157 LAVILLE-AUX-BOIS
52.28 785 8322 23227 198 168 165 LECEY
52.282 3624 8110 23342 252 207 204 LEFFONDS
52.284 1493 8004 23744 81 70 67 LESCHERES-SUR-LE-BLAISERON
52.285 548 8158 23071 54 51 51 LEUCHEY
52.286 1044 8260 23743 71 58 55 LEURVILLE
52.287 670 8400 23538 104 83 81 LEVECOURT
52.288 2572 8260 23855 101 97 92 LEZEVILLE
52.289 2572 8367 23713 253 226 221 LIFFOL-LE-PETIT
52.29 1079 8363 23142 106 85 85 LES_LOGES
52.291 611 8310 23522 59 59 58 LONGCHAMP
52.292 748 8229 23117 479 361 353 LONGEAU-PERCEY
52.293 1560 7738 23866 374 285 279 LONGEVILLE-SUR-LA-LAINES
52.294 2098 7900 23978 522 434 427 LOUVEMONT
52.295 862 8195 23413 111 94 92 LOUVIERES
52.296 2065 7762 23843 258 209 201 LOUZE
52.297 1611 8123 23436 211 167 123 LUZY-SUR-MARNE
52.298 1084 8336 23049 90 66 66 MAATZ
52.3 580 7972 23939 135 125 121 MAGNEUX
52.301 420 8376 23529 71 64 64 MAISONCELLES
52.302 1170 8018 23918 160 140 139 MAIZIERES
52.303 797 8451 23193 84 73 71 MAIZIERES-SUR-AMANCE
52.304 383 8426 23555 58 53 53 MALAINCOURT-SUR-MEUSE
52.305 1130 8235 23446 441 317 304 MANDRES-LA-COTE
52.306 1036 8246 23685 356 257 250 MANOIS
52.307 2192 8136 23292 160 144 143 MARAC
52.308 1242 7883 23514 374 272 271 MARANVILLE
52.31 1771 7994 23676 96 78 75 MARBEVILLE
52.311 1956 8382 23266 201 176 163 MARCILLY-EN-BASSIGNY
52.312 744 8145 23249 50 50 50 MARDOR
52.313 2228 8176 23580 130 108 107 MAREILLES
52.315 1062 8164 23386 232 184 183 MARNAY-SUR-MARNE
52.316 1340 8004 23834 47 31 31 MATHONS
52.318 1395 8598 23271 227 186 175 MELAY
52.319 780 8293 23498 77 72 69 MENNOUVEAUX
52.32 684 8426 23445 107 86 84 MERREY
52.321 1206 7890 23833 186 163 160 MERTRUD
52.322 817 8029 23584 114 82 76 MEURES
52.325 1409 8296 23530 102 88 88 MILLIERES
52.326 608 8009 23691 45 33 28 MIRBEL
52.327 162 7887 24055 399 343 338 MOESLAINS
52.328 352 8537 23279 38 36 35 MONTCHARVOT
52.33 1622 7914 23552 85 66 65 MONTHERIES
52.331 2779 7799 23893 1436 1073 1024 MONTIER-EN-DER
52.332 9256 8357 23381 1688 1319 1251 VAL-DE-MEUSE
52.335 784 8192 23682 98 93 89 MONTOT-SUR-ROGNON
52.336 136 7943 23897 117 91 91 MONTREUIL-SUR-BLAISE
52.337 809 8145 23884 69 56 52 MONTREUIL-SUR-THONNANCE
52.34 632 8232 23005 75 62 62 MONTSAUGEON
52.341 1392 7973 23848 95 82 79 MORANCOURT
52.342 688 8279 23789 33 29 27 MORIONVILLIERS
52.344 519 8081 23028 24 21 21 MOUILLERON
52.346 992 8084 23793 281 224 211 MUSSEY-SUR-MARNE
52.347 1112 8029 24019 207 173 170 NARCY
52.348 2376 8320 23287 535 418 397 NEUILLY-L'EVEQUE
52.349 1467 8097 23428 297 229 221 NEUILLY-SUR-SUIZE
52.35 565 8584 23243 80 69 68 NEUVELLE-LES-VOISEY
52.351 771 8456 23600 77 71 69 NIJON
52.352 903 8310 23463 85 75 74 NINVILLE
52.353 5463 8244 23410 2833 1867 1724 NOGENT
52.354 521 8277 23150 88 68 62 NOIDANT-CHATENOY
52.355 1649 8184 23185 180 134 130 NOIDANT-LE-ROCHEUX
52.356 1077 8025 23856 95 75 75 NOMECOURT
52.357 931 8152 23840 155 124 118 NONCOURT-SUR-LE-RONGEANT
52.358 729 8347 23449 63 51 49 NOYERS
52.359 1781 7830 23770 153 116 113 NULLY
52.36 1687 8210 22944 113 88 87 OCCEY
52.362 935 8329 23249 135 110 97 ORBIGNY-AU-MONT
52.363 755 8315 23250 99 80 79 ORBIGNY-AU-VAL
52.364 422 8199 23125 98 80 80 ORCEVAUX
52.365 1752 7931 23456 300 241 235 ORGES
52.366 1711 8127 23269 68 54 54 ORMANCEY
52.367 553 8029 23614 36 26 26 ORMOY-LES-SEXFONTAINES
52.369 1570 8271 23713 84 69 68 ORQUEVAUX
52.37 2692 8111 23924 267 210 204 OSNE-LE-VAL
52.371 744 8049 23621 129 110 110 OUDINCOURT
52.372 910 8487 23635 75 69 67 OUTREMECOURT
52.373 962 8331 23574 53 49 43 OZIERES
52.374 719 8305 23147 246 211 206 LE_PAILLY
52.375 498 8305 23123 55 50 49 PALAISEUL
52.376 896 8182 23899 64 45 42 PANCEY
52.377 4075 8468 23394 255 208 203 PARNOY-EN-BASSIGNY
52.378 747 8158 23945 38 29 29 PAROY-SUR-SAULX
52.379 1442 8207 23768 34 34 34 PAUTAINES-AUGEVILLE
52.38 822 8260 23244 324 297 294 PEIGNEY
52.383 1726 8194 23224 261 207 201 PERRANCEY-LES-VIEUX-MOULINS
52.384 1479 8143 23164 111 97 97 PERROGNEY-LES-FONTAINES
52.385 561 8342 23489 43 40 38 PERRUSSE
52.386 1308 7833 24093 440 333 322 PERTHES
52.388 1627 8488 23163 170 131 127 PIERREMONT-SUR-AMANCE
52.39 319 8548 23197 44 39 39 PISSELOUP
52.391 833 7808 23928 217 162 156 PLANRUPT
52.392 903 8364 23261 90 63 60 PLESNOY
52.393 726 8000 23048 48 41 39 POINSENOT
52.394 1243 8457 23111 143 132 131 POINSON-LES-FAYL
52.395 1168 7988 23042 68 47 47 POINSON-LES-GRANCEY
52.396 1067 8262 23372 128 111 110 POINSON-LES-NOGENT
52.397 458 8356 23294 59 52 51 POISEUL
52.398 1548 8134 23844 549 434 409 POISSONS
52.399 1023 7903 23457 145 102 94 PONT-LA-VILLE
52.4 2131 8458 23364 143 118 116 LE_CHATELET-SUR-MEUSE
52.401 1739 8176 23421 328 269 255 POULANGY
52.403 1128 8076 23082 68 50 50 PRASLAY
52.405 1230 8220 23020 375 290 285 PRAUTHOY
52.406 2261 8495 23106 191 168 165 PRESSIGNY
52.407 2259 8342 23700 271 221 213 PREZ-SOUS-LAFAUCHE
52.411 1522 7747 23910 170 146 144 PUELLEMONTIER
52.413 357 7944 23875 86 73 72 RACHECOURT-SUZEMONT
52.414 565 8042 23955 550 422 399 RACHECOURT-SUR-MARNE
52.415 835 8407 23313 106 95 95 RANCONNIERES
52.416 681 8347 23429 59 56 56 RANGECOURT
52.419 1198 7874 23529 156 117 117 RENNEPONT
52.42 1861 8227 23705 112 98 93 REYNEL
52.421 1071 8094 23568 271 199 190 RIAUCOURT
52.422 2120 8031 23393 227 151 150 RICHEBOURG
52.423 2026 8225 23657 535 457 437 RIMAUCOURT
52.424 714 8329 23088 63 54 52 RIVIERES-LE-BOIS
52.425 1794 8175 22995 218 173 173 RIVIERE-LES-FOSSES
52.426 1507 7877 23674 116 97 95 RIZAUCOURT-BUCHEY
52.427 2538 7857 23877 218 171 164 ROBERT-MAGNY-LANEUVILLE-A-REMY
52.428 518 8131 23618 51 48 48 ROCHEFORT-SUR-LA-COTE
52.429 787 7992 24043 511 420 406 ROCHES-SUR-MARNE
52.431 2795 8079 23218 158 139 139 ROCHETAILLEE
52.432 4910 8203 23320 1075 831 800 ROLAMPONT
52.433 1644 8378 23575 125 108 108 ROMAIN-SUR-MEUSE
52.436 782 8027 23731 46 43 41 ROUECOURT
52.437 662 8062 23153 32 28 28 ROUELLES
52.438 982 8430 23173 102 85 82 ROUGEUX
52.439 2018 7989 23210 103 94 94 ROUVRES-SUR-AUBE
52.44 841 8083 23769 304 252 241 ROUVROY-SUR-MARNE
52.442 653 8075 23842 240 196 187 RUPT
52.443 1249 8173 23857 48 41 41 SAILLY
52.444 2233 8283 23681 271 223 216 SAINT-BLIN
52.445 449 8313 23083 68 43 43 SAINT-BROINGT-LE-BOIS
52.446 1237 8203 23057 146 108 102 SAINT-BROINGT-LES-FOSSES
52.447 1245 8182 23246 150 127 126 SAINT-CIERGUES
52.448 4769 7926 24075 17472 9772 9400 SAINT-DIZIER
52.449 1494 8239 23190 792 567 545 SAINTS-GEOSMES
52.45 1933 8058 23246 141 129 129 SAINT-LOUP-SUR-AUJON
52.452 364 8189 23252 60 52 52 SAINT-MARTIN-LES-LANGRES
52.453 355 8300 23207 130 101 100 SAINT-MAURICE
52.455 61 8410 23607 242 224 221 SAINT-THIEBAULT
52.456 2585 8107 23818 606 455 447 SAINT-URBAIN-MACONCOURT
52.457 664 8288 23196 121 100 96 SAINT-VALLIER-SUR-MARNE
52.459 722 8213 23438 86 77 73 SARCEY
52.461 1421 8306 23384 274 220 214 SARREY
52.463 906 8212 23923 27 27 24 SAUDRON
52.464 1718 8389 23060 72 61 61 SAULLES
52.467 619 8483 23070 45 34 34 SAVIGNY
52.468 1460 8318 23668 105 88 88 SEMILLY
52.469 2740 8028 23435 439 336 327 SEMOUTIERS-MONTSAON
52.47 2563 8538 23379 418 298 290 SERQUEUX
52.472 2077 8009 23593 104 84 84 SEXFONTAINES
52.473 808 8180 23671 87 85 84 SIGNEVILLE
52.474 1941 7825 23430 50 45 45 SILVAROUVRES
52.475 573 7994 23929 51 44 44 SOMMANCOURT
52.476 766 8469 23638 75 75 74 SOMMERECOURT
52.479 3268 7855 23821 569 464 440 SOMMEVOIRE
52.48 1363 8063 23651 295 249 247 SONCOURT-SUR-MARNE
52.482 920 8485 23607 80 64 63 SOULAUCOURT-SUR-MOUZON
52.483 605 8511 23242 62 62 62 SOYERS
52.484 460 8096 23866 305 229 223 SUZANNECOURT
52.486 791 8086 23267 63 55 55 TERNAT
52.487 971 7824 23851 69 60 60 THILLEUX
52.488 1537 8202 23366 242 177 172 THIVET
52.489 691 8340 23543 34 32 32 THOL-LES-MILLIERES
52.49 1133 8098 23878 685 485 443 THONNANCE-LES-JOINVILLE
52.491 2150 8189 23832 85 72 67 THONNANCE-LES-MOULINS
52.492 849 8342 23175 474 331 323 TORCENAY
52.493 730 8454 23052 40 32 32 TORNAY
52.494 1546 8121 23536 226 170 165 TREIX
52.495 1072 7813 23770 67 64 61 TREMILLY
52.497 3788 7989 23969 348 279 270 TROISFONTAINES-LA-VILLE
52.499 750 8113 23050 59 44 44 VAILLANT
52.5 377 7894 24051 555 334 326 VALCOURT
52.502 476 7971 23910 54 40 37 VALLERET
52.503 343 8492 23052 23 19 19 VALLEROY
52.504 2337 8458 23271 383 308 304 TERRE-NATALE
52.505 260 8462 23616 34 30 30 VAUDRECOURT
52.506 1039 7912 23508 95 89 89 VAUDREMONT
52.507 1248 8108 23242 62 45 45 VAUXBONS
52.509 1471 8216 22995 477 389 385 VAUX-SOUS-AUBIGNY
52.51 719 7948 23891 351 299 289 VAUX-SUR-BLAISE
52.511 640 8128 23790 43 37 34 VAUX-SUR-SAINT-URBAIN
52.512 522 8074 23881 455 282 261 VECQUEVILLE
52.513 429 8535 23202 82 65 65 VELLES
52.514 1136 8123 23450 257 206 206 VERBIESLES
52.515 158 8214 23113 85 67 66 VERSEILLES-LE-BAS
52.516 283 8219 23120 31 31 31 VERSEILLES-LE-HAUT
52.517 1378 8299 23691 114 84 83 VESAIGNES-SOUS-LAFAUCHE
52.518 845 8184 23377 114 97 95 VESAIGNES-SUR-MARNE
52.519 722 8125 23032 58 53 53 VESVRES-SOUS-CHALANCEY
52.52 1372 8439 23300 173 149 143 VICQ
52.522 1118 8078 23637 231 189 181 VIEVILLE
52.523 310 8204 23674 41 37 37 VIGNES-LA-COTE
52.524 1946 8054 23680 215 174 171 VIGNORY
52.525 1952 7794 23436 84 77 77 VILLARS-EN-AZOIS
52.526 1995 7980 23090 92 82 82 VILLARS-SANTENOGE
52.528 689 7941 23856 138 109 102 VILLE-EN-BLAISOIS
52.529 2994 8237 23083 643 524 509 VILLEGUSIEN-LE-LAC
52.534 1290 7889 24107 1222 794 760 VILLIERS-EN-LIEU
52.535 1571 8030 23487 476 374 348 VILLIERS-LE-SEC
52.536 739 8156 23095 35 25 25 VILLIERS-LES-APREY
52.538 1755 8135 23351 212 178 170 VILLIERS-SUR-SUIZE
52.539 427 8327 23118 75 64 62 VIOLOT
52.54 953 8059 23177 41 34 34 VITRY-EN-MONTAGNE
52.541 795 8246 23369 125 111 109 VITRY-LES-NOGENT
52.542 1305 8047 23073 58 50 50 VIVEY
52.543 1444 7869 23927 405 314 305 VOILLECOMTE
52.544 3160 8576 23262 352 273 256 VOISEY
52.545 1908 8130 23216 85 78 75 VOISINES
52.546 350 8502 23070 22 19 19 VONCOURT
52.547 1342 8079 23668 184 154 149 VOUECOURT
52.548 348 8071 23639 76 66 66 VRAINCOURT
52.549 419 8361 23547 34 30 30 VRONCOURT-LA-COTE
52.55 3382 7930 23921 2054 1305 1214 WASSY
53.001 2987 3608 23405 1276 878 861 AHUILLE
53.002 1624 3694 23634 341 260 252 ALEXAIN
53.003 3878 3803 23823 2258 1688 1637 AMBRIERES-LES-VALLEES
53.004 2112 3632 23171 356 253 248 AMPOIGNE
53.005 3654 3679 23576 1701 1312 1255 ANDOUILLE
53.006 677 3808 23130 136 98 97 ARGENTON-NOTRE-DAME
53.007 3677 3782 23470 1894 1309 1254 ARGENTRE
53.008 3285 3852 23704 1352 928 852 ARON
53.009 2525 3831 23360 467 324 306 ARQUENAY
53.01 1168 4023 23541 309 198 192 ASSE-LE-BERENGER
53.011 2073 3620 23341 517 376 366 ASTILLE
53.012 1723 3543 23260 365 268 263 ATHEE
53.013 4062 4101 23735 485 376 357 AVERTON
53.014 2967 3738 23179 2615 1664 1589 AZE
53.015 2736 3599 23587 1027 818 793 LA_BACONNIERE
53.016 2623 3994 23651 977 739 697 BAIS
53.017 1419 3943 23295 521 369 346 BALLEE
53.018 3601 3471 23272 885 651 641 BALLOTS
53.019 832 3994 23348 102 86 80 BANNES
53.021 844 3839 23683 594 426 393 LA_BAZOGE-MONTPINCON
53.022 2484 3893 23373 345 265 258 LA_BAZOUGE-DE-CHEMERE
53.023 1810 3809 23579 289 211 208 LA_BAZOUGE-DES-ALLEUX
53.025 3172 3824 23393 749 559 527 BAZOUGERS
53.026 1973 3516 23391 349 236 225 BEAULIEU-SUR-OUDON
53.027 1331 3930 23265 163 122 119 BEAUMONT-PIED-DE-BOEUF
53.028 1301 3857 23656 383 320 297 BELGEARD
53.029 2415 3843 23163 485 366 360 BIERNE
53.03 1429 3799 23320 255 179 170 LE_BIGNON-DU-MAINE
53.031 1840 3670 23624 274 216 212 LA_BIGOTTIERE
53.032 1133 4013 23425 146 118 117 BLANDOUET
53.033 632 3513 23144 110 100 99 LA_BOISSIERE
53.034 2751 3737 23461 4468 3190 3059 BONCHAMP-LES-LAVAL
53.035 1815 3508 23181 401 290 287 BOUCHAMPS-LES-CRAON
53.036 4254 3894 23220 707 494 469 BOUERE
53.037 934 3959 23232 498 379 351 BOUESSAY
53.038 905 4172 23830 139 132 130 BOULAY-LES-IFS
53.039 2860 3541 23569 1247 945 908 LE_BOURGNEUF-LA-FORET
53.04 2097 3469 23575 440 346 327 BOURGON
53.041 768 3370 23267 176 126 124 BRAINS-SUR-LES-MARCHES
53.042 3527 3685 23823 630 485 476 BRECE
53.043 1641 3875 23540 379 306 290 BREE
53.045 1524 3549 23480 502 383 366 LA_BRULATTE
53.046 1292 3870 23287 215 139 135 LE_BURET
53.047 1323 3599 23809 237 199 195 CARELLES
53.048 3586 3615 23632 925 688 659 CHAILLAND
53.049 966 3783 23558 403 310 293 CHALONS-DU-MAINE
53.05 2106 3978 23454 249 174 171 CHAMMES
53.051 2115 3885 23781 427 324 295 CHAMPEON
53.052 1313 4203 23837 262 182 173 CHAMPFREMONT
53.053 2511 3998 23692 463 340 335 CHAMPGENETEUX
53.054 3468 3671 23492 4322 3020 2923 CHANGE
53.055 1862 3850 23836 439 363 355 CHANTRIGNE
53.056 1989 3757 23513 609 460 442 LA_CHAPELLE-ANTHENAISE
53.057 1310 3945 23725 396 275 253 LA_CHAPELLE-AU-RIBOUL
53.058 1032 3569 23272 224 160 159 LA_CHAPELLE-CRAONNAISE
53.059 1805 3873 23483 246 189 179 LA_CHAPELLE-RAINSOUIN
53.061 1491 3968 23834 353 290 283 CHARCHIGNE
53.062 2803 3725 23188 7846 5475 5307 CHATEAU-GONTIER
53.063 1391 3804 23162 359 226 215 CHATELAIN
53.064 3962 3718 23755 778 638 611 CHATILLON-SUR-COLMONT
53.065 1360 3940 23519 579 435 419 CHATRES-LA-FORET
53.066 3854 3669 23144 931 639 610 CHEMAZE
53.067 1518 3927 23346 316 189 176 CHEMERE-LE-ROI
53.068 873 3549 23157 161 128 127 CHERANCE
53.069 1305 3984 23855 180 142 140 CHEVAIGNE-DU-MAINE
53.071 2197 3647 23817 366 296 292 COLOMBIERS-DU-PLESSIS
53.072 2288 3804 23644 910 665 642 COMMER
53.073 2428 3414 23180 719 516 505 CONGRIER
53.074 2296 3778 23668 673 534 511 CONTEST
53.075 1368 3596 23294 219 176 172 COSMES
53.076 2088 4006 23327 250 209 204 COSSE-EN-CHAMPAGNE
53.077 4441 3574 23323 2265 1650 1577 COSSE-LE-VIVIEN
53.078 1101 3767 23144 524 394 376 COUDRAY
53.079 1913 3747 23880 289 210 202 COUESMES-VAUCE
53.08 71 4056 23904 130 99 91 COUPTRAIN
53.082 1802 3594 23375 437 319 313 COURBEVEILLE
53.083 3069 4081 23706 705 554 546 COURCITE
53.084 2456 3541 23217 3767 2129 1567 CRAON
53.085 1277 4063 23787 171 140 135 CRENNES-SUR-FRAUBEE
53.086 1991 3479 23617 471 412 403 LA_CROIXILLE
53.087 1415 3887 23326 165 133 130 LA_CROPTE
53.088 2166 3421 23359 692 554 549 CUILLE
53.089 1793 3769 23099 413 314 305 DAON
53.09 930 3590 23256 109 89 89 DENAZE
53.091 2603 3631 23903 397 323 310 DESERTINES
53.092 1193 3871 23585 142 115 109 DEUX-EVAILLES
53.093 1784 3558 23884 279 231 230 LA_DOREE
53.094 2616 3724 23374 1629 1160 1076 ENTRAMMES
53.095 948 3985 23304 149 124 114 EPINEUX-LE-SEGUIN
53.096 3653 3575 23715 4281 3170 3016 ERNEE
53.097 3552 3962 23543 5533 3813 3626 EVRON
53.098 2165 3400 23290 298 229 225 FONTAINE-COUVERTE
53.099 494 3736 23415 820 563 543 FORCE
53.1 3329 3552 23913 1152 899 868 FOUGEROLLES-DU-PLESSIS
53.101 2206 3755 23226 589 436 424 FROMENTIERES
53.102 885 3431 23337 141 114 110 GASTINES
53.103 1859 3598 23493 1523 1126 1088 LE_GENEST-SAINT-ISLE
53.104 2597 3797 23213 738 526 514 GENNES-SUR-GLAIZE
53.105 1121 3826 23538 166 143 141 GESNES
53.106 2178 4160 23774 407 341 333 GESVRES
53.107 1432 3669 23839 2170 1719 1653 GORRON
53.108 623 3502 23468 348 282 273 LA_GRAVELLE
53.109 1697 3908 23695 429 330 321 GRAZAY
53.11 2729 3862 23233 774 513 486 GREZ-EN-BOUERE
